"","HHID","PN","OPN_SP","OLB018A","OLB018B","OLB018C","OLB018D","OLB018E","OLB018F","OLB018G","OLB018H","OLB018I","OLB018J","OLB004A","OLB004B","OLB004C","OLB004D","OLB004E","OLB004F","OLB004G","OLB005","OLB005A","OLB005B","respondent_id","spouse_id"
"185",13816,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13816040,13816010
"186",13817,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13817010,13817011
"187",13817,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13817011,13817010
"188",13817,40,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13817040,13817041
"189",13817,41,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13817041,13817040
"190",13820,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13820010,13820020
"191",13820,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13820020,13820010
"192",13857,10,20,4,5,4,6,5,4,4,3,4,4,3,2,2,2,2,3,2,2,3,2,13857010,13857020
"193",13857,20,10,4,3,4,4,3,3,4,4,4,3,3,1,2,1,1,2,2,2,3,2,13857020,13857010
"194",13858,20,30,2,5,3,5,2,5,2,5,5,2,1,1,2,4,2,4,3,2,2,2,13858020,13858030
"195",13858,30,20,2,4,4,6,1,1,4,2,3,3,2,2,3,3,3,3,2,2,3,2,13858030,13858020
"196",13894,10,11,1,5,6,6,2,2,1,1,5,1,2,2,2,2,2,2,2,2,2,2,13894010,13894011
"197",13894,11,10,3,2,NA,4,5,5,5,5,5,6,2,1,1,3,2,2,3,2,2,1,13894011,13894010
"198",13899,40,41,1,6,5,6,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,2,13899040,13899041
"199",13899,41,40,1,6,5,5,1,1,1,1,2,2,1,1,2,3,4,4,3,1,2,2,13899041,13899040
"200",13902,10,20,1,6,5,6,1,1,1,1,1,1,1,1,2,4,3,4,4,2,2,1,13902010,13902020
"201",13902,20,10,1,6,1,1,1,1,2,2,2,1,1,1,2,3,4,4,3,2,2,1,13902020,13902010
"202",13912,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13912010,13912020
"203",13912,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13912020,13912010
"204",13916,10,40,2,1,3,3,4,5,6,3,6,2,1,1,2,4,2,4,4,1,1,2,13916010,13916040
"205",13916,40,10,2,4,4,4,2,1,2,2,4,3,1,2,2,1,3,1,3,2,2,2,13916040,13916010
"206",14028,10,20,1,5,3,6,2,1,1,1,5,1,1,1,2,3,3,4,3,1,1,1,14028010,14028020
"207",14028,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,3,3,1,2,1,14028020,14028010
"208",14043,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14043010,14043020
"209",14043,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14043020,14043010
"210",14069,10,20,2,5,5,6,1,1,1,1,1,1,1,1,1,4,3,4,4,1,1,1,14069010,14069020
"211",14069,20,10,3,3,3,5,2,2,2,1,3,1,1,1,1,4,3,4,3,1,1,2,14069020,14069010
"212",14072,10,40,3,5,5,5,2,5,3,NA,2,2,2,1,1,3,2,3,3,2,2,2,14072010,14072040
"213",14072,40,10,4,4,4,5,3,3,2,2,2,1,2,1,1,2,2,3,3,2,2,2,14072040,14072010
"214",14081,10,40,1,5,5,5,6,6,6,6,6,6,1,1,1,3,4,4,3,1,1,2,14081010,14081040
"215",14115,20,21,4,4,4,4,3,3,4,3,3,3,1,1,1,2,3,4,3,1,2,2,14115020,14115021
"216",14115,21,20,3,4,4,4,3,3,2,1,2,2,3,2,3,2,3,1,2,3,3,2,14115021,14115020
"217",14149,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14149020,14149030
"218",14149,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14149030,14149020
"219",14167,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14167010,14167040
"220",14167,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14167040,14167010
"221",14193,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14193040,14193010
"222",14247,10,40,4,5,3,4,1,2,1,1,1,1,2,1,2,3,2,3,2,2,2,2,14247010,14247040
"223",14247,40,10,2,5,4,5,3,3,2,2,2,2,3,1,2,4,3,3,2,1,2,1,14247040,14247010
"224",14259,20,30,1,6,5,6,1,1,1,1,1,1,1,1,1,4,4,4,3,1,2,1,14259020,14259030
"225",14259,30,20,2,5,4,5,1,1,1,1,1,1,1,1,1,4,3,4,4,1,2,2,14259030,14259020
"226",14359,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14359010,14359020
"227",14359,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14359020,14359010
"228",14397,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14397010,14397020
"229",14397,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14397020,14397010
"230",14420,10,20,5,4,5,5,4,2,4,2,2,2,3,2,3,2,1,2,2,3,3,2,14420010,14420020
"231",14420,20,10,4,4,2,2,6,6,6,6,6,3,4,2,2,2,2,4,1,1,3,3,14420020,14420010
"232",14427,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14427010,14427011
"233",14427,40,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14427040,14427041
"234",14427,41,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14427041,14427040
"235",14430,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14430010,14430020
"236",14430,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14430020,14430010
"237",14434,20,30,1,NA,NA,6,1,6,NA,4,2,2,2,1,1,2,3,NA,4,1,1,1,14434020,14434030
"238",14434,30,20,2,6,5,5,3,2,3,1,1,1,1,1,1,3,3,4,4,1,1,1,14434030,14434020
"239",14436,20,21,3,4,5,4,3,3,3,2,2,2,1,1,2,4,4,4,4,2,2,2,14436020,14436021
"240",14436,21,20,2,4,2,4,1,1,1,1,1,1,1,1,1,4,4,4,4,1,2,2,14436021,14436020
"241",14449,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14449010,14449040
"242",14449,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14449040,14449010
"243",14456,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14456010,14456020
"244",14456,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14456020,14456010
"245",14458,30,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14458030,14458031
"246",14458,31,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14458031,14458030
"247",14605,10,40,4,5,5,5,1,1,1,1,1,1,2,1,1,3,2,4,3,1,2,2,14605010,14605040
"248",14605,40,10,1,6,6,6,1,1,1,1,1,1,2,2,1,2,4,4,4,1,1,1,14605040,14605010
"249",14619,20,21,4,5,5,5,2,2,2,2,2,1,1,1,1,4,4,4,4,1,2,1,14619020,14619021
"250",14619,21,20,2,2,3,5,1,1,2,2,2,1,1,1,1,4,4,4,4,1,2,1,14619021,14619020
"251",14624,10,40,2,6,5,6,1,6,1,2,2,2,1,1,1,4,3,4,3,1,2,2,14624010,14624040
"252",14624,40,10,2,5,4,5,2,1,1,1,1,1,2,1,2,3,2,4,3,2,2,2,14624040,14624010
"253",14726,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14726010,14726040
"254",14726,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14726040,14726010
"255",14756,10,40,1,6,5,5,1,2,1,1,1,1,2,1,2,3,3,4,3,2,2,2,14756010,14756040
"256",14756,40,10,1,2,3,4,4,3,3,2,3,1,2,1,2,3,2,3,2,2,3,2,14756040,14756010
"257",14758,20,30,4,5,5,5,3,2,1,1,4,2,3,2,3,1,1,2,2,2,3,2,14758020,14758030
"258",14758,30,20,3,5,4,5,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,14758030,14758020
"259",14830,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14830010,14830020
"260",14830,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14830020,14830010
"261",14872,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14872010,14872020
"262",14872,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14872020,14872010
"263",14955,10,40,5,5,5,6,5,1,1,5,1,1,2,1,1,1,1,3,1,2,3,2,14955010,14955040
"264",14955,40,10,1,6,6,6,5,1,1,1,1,1,2,2,2,1,1,2,1,2,3,2,14955040,14955010
"265",14959,10,20,4,4,4,4,4,4,4,4,4,4,1,1,2,2,3,4,3,1,1,2,14959010,14959020
"266",14959,20,10,1,1,4,4,1,1,1,1,1,1,2,1,1,4,3,4,4,1,2,2,14959020,14959010
"267",15000,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000010,15000011
"268",15000,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000011,15000010
"269",15204,10,20,3,5,5,5,3,3,2,2,2,2,2,1,2,1,1,3,2,2,3,1,15204010,15204020
"270",15204,20,10,1,5,4,5,1,1,1,1,1,1,2,1,1,3,3,4,3,1,2,2,15204020,15204010
"271",15225,10,20,1,5,4,6,1,1,2,1,1,1,1,1,1,4,3,4,4,1,2,2,15225010,15225020
"272",15225,20,10,4,3,4,2,2,1,2,5,3,1,2,1,2,3,4,3,3,1,2,2,15225020,15225010
"273",15230,10,20,3,5,4,5,2,2,1,1,2,2,2,1,1,3,3,4,3,1,2,2,15230010,15230020
"274",15230,20,10,1,6,5,6,1,1,1,1,1,1,1,1,1,4,3,4,4,1,2,1,15230020,15230010
"275",15236,10,40,2,5,4,5,3,3,5,1,3,1,1,1,2,4,3,4,4,1,2,1,15236010,15236040
"276",15236,40,10,4,5,4,4,3,3,3,3,3,3,3,1,2,3,3,4,3,2,3,1,15236040,15236010
"277",15344,10,20,4,3,3,3,4,4,4,2,4,3,2,1,2,4,4,4,3,1,2,1,15344010,15344020
"278",15344,20,10,4,5,4,6,4,5,3,5,3,3,1,1,1,3,2,4,3,1,2,1,15344020,15344010
"279",15436,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15436010,15436020
"280",15436,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15436020,15436010
"281",15440,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15440010,15440040
"282",15440,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15440040,15440010
"283",15445,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15445010,15445040
"284",15445,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15445040,15445010
"285",15447,10,20,1,6,3,6,1,1,1,1,2,1,2,1,1,3,3,4,3,1,2,2,15447010,15447020
"286",15447,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15447020,15447010
"287",15497,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15497010,15497040
"288",15497,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15497040,15497010
"289",15514,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15514020,15514030
"290",15514,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15514030,15514020
"291",15516,10,20,4,4,2,5,4,4,4,4,4,4,1,1,1,3,3,4,4,1,1,1,15516010,15516020
"292",15516,20,10,1,2,2,6,1,1,1,1,1,1,2,1,1,4,4,4,3,1,1,2,15516020,15516010
"293",15543,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15543010,15543020
"294",15543,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15543020,15543010
"295",15581,10,11,6,6,6,6,2,6,2,3,2,2,2,1,2,3,3,3,3,3,3,2,15581010,15581011
"296",15581,11,10,1,6,6,6,3,6,3,4,3,1,2,1,1,2,2,2,4,2,2,1,15581011,15581010
"297",15648,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15648020,15648030
"298",15698,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15698010,15698040
"299",15698,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15698040,15698010
"300",15776,10,20,4,5,4,5,4,3,4,4,4,4,2,2,3,4,3,4,3,3,2,2,15776010,15776020
"301",15776,20,10,4,4,4,4,4,4,4,4,4,4,3,2,2,3,2,3,2,2,3,2,15776020,15776010
"302",15779,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15779010,15779040
"303",15779,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15779040,15779010
"304",15793,10,11,2,5,4,5,2,2,2,2,2,2,2,1,1,3,4,4,3,2,2,1,15793010,15793011
"305",15793,11,10,1,1,2,5,1,1,1,1,1,1,1,1,1,3,3,4,3,1,1,2,15793011,15793010
"306",15833,10,20,1,5,3,5,2,1,2,1,3,1,1,1,1,4,3,4,4,1,2,2,15833010,15833020
"307",15833,20,10,3,4,4,4,3,2,3,1,1,1,1,1,1,4,4,4,4,1,2,2,15833020,15833010
"308",15836,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15836010,15836020
"309",15836,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15836020,15836010
"310",15883,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15883010,15883011
"311",15883,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15883011,15883010
"312",15893,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15893010,15893020
"313",15893,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15893020,15893010
"314",15932,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15932010,15932020
"315",15981,10,40,4,4,4,5,3,5,5,2,4,3,2,1,1,3,4,4,4,1,NA,2,15981010,15981040
"316",15981,40,10,4,5,4,4,3,4,3,5,3,3,1,1,1,3,2,4,4,1,2,2,15981040,15981010
"317",15992,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15992020,15992030
"318",15992,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15992030,15992020
"319",15995,10,20,2,4,3,5,2,2,2,1,3,1,2,1,2,4,2,4,3,1,2,2,15995010,15995020
"320",15995,20,10,2,4,3,4,3,3,5,3,3,3,2,1,3,4,3,4,3,1,2,2,15995020,15995010
"321",16022,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16022010,16022040
"322",16022,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16022040,16022010
"323",16024,10,20,3,5,5,6,1,1,1,1,1,1,1,1,1,4,1,4,2,1,2,2,16024010,16024020
"324",16024,20,10,1,6,5,6,1,1,1,1,1,1,2,1,2,4,4,4,2,2,2,2,16024020,16024010
"325",16035,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16035010,16035040
"326",16035,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16035040,16035010
"327",16036,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16036010,16036040
"328",16036,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16036040,16036010
"329",16042,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16042010,16042011
"330",16042,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16042011,16042010
"331",16043,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16043020,16043030
"332",16048,10,20,4,4,3,3,1,3,2,3,3,1,2,1,1,4,4,4,4,1,1,1,16048010,16048020
"333",16048,20,10,1,5,5,5,1,5,5,1,1,1,1,1,1,4,3,4,4,1,1,1,16048020,16048010
"334",16062,10,40,5,5,1,3,6,3,3,5,4,2,4,4,4,1,4,2,2,4,1,3,16062010,16062040
"335",16062,40,10,3,5,4,5,1,1,1,1,1,1,3,2,2,2,1,2,2,2,2,2,16062040,16062010
"336",16086,10,20,4,5,4,4,3,4,3,1,4,2,1,1,1,2,3,4,3,1,2,1,16086010,16086020
"337",16086,20,10,3,4,4,4,3,3,3,2,3,2,2,1,1,3,3,2,3,1,2,2,16086020,16086010
"338",16116,10,20,4,4,4,4,4,4,4,4,4,4,3,2,3,4,4,4,4,1,2,1,16116010,16116020
"339",16116,20,10,5,5,5,5,5,5,5,NA,5,5,1,2,2,3,3,2,1,1,1,2,16116020,16116010
"340",16162,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16162010,16162040
"341",16162,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16162040,16162010
"342",16174,10,40,2,5,2,5,1,3,1,1,4,3,2,1,1,3,2,2,3,1,2,2,16174010,16174040
"343",16174,40,10,3,5,3,4,4,2,2,3,2,4,3,1,2,2,3,4,4,2,2,1,16174040,16174010
"344",16233,10,20,2,2,4,4,3,3,4,4,4,2,1,1,1,4,4,4,4,2,2,2,16233010,16233020
"345",16233,20,10,4,5,5,5,3,3,3,3,3,2,1,1,1,4,3,4,4,1,1,1,16233020,16233010
"346",16245,10,40,2,5,5,5,1,1,1,1,1,1,2,1,1,3,3,4,3,1,2,2,16245010,16245040
"347",16245,40,10,5,4,5,6,5,3,3,3,3,3,2,2,2,2,3,3,2,1,2,2,16245040,16245010
"348",16381,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16381010,16381040
"349",16381,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16381040,16381010
"350",16404,10,20,2,5,4,5,2,2,2,2,2,1,1,1,1,2,2,3,4,1,1,2,16404010,16404020
"351",16404,20,10,1,5,5,5,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,16404020,16404010
"352",16407,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,3,2,3,2,3,2,16407010,16407011
"353",16407,11,10,2,5,3,6,1,1,4,1,4,6,2,1,2,4,3,3,3,1,2,1,16407011,16407010
"354",16412,10,20,1,6,5,6,1,1,1,1,1,1,1,1,1,4,3,4,3,2,2,2,16412010,16412020
"355",16412,20,10,1,5,5,5,2,2,1,1,1,1,1,1,1,3,4,4,3,2,2,2,16412020,16412010
"356",16415,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16415010,16415040
"357",16415,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16415040,16415010
"358",16420,10,20,5,6,5,6,2,2,1,1,1,1,1,1,1,4,4,4,4,1,1,2,16420010,16420020
"359",16420,20,10,3,5,6,6,1,1,1,1,1,1,2,1,2,2,2,3,3,2,3,2,16420020,16420010
"360",16433,10,20,3,3,4,4,2,4,5,2,2,3,1,1,1,3,3,4,3,1,2,2,16433010,16433020
"361",16433,20,10,4,5,5,5,NA,5,4,2,2,1,1,1,1,3,4,4,3,1,2,2,16433020,16433010
"362",16468,10,40,1,5,4,6,1,2,1,1,1,1,1,1,1,4,3,4,4,1,2,1,16468010,16468040
"363",16468,40,10,5,5,5,3,3,4,3,1,3,3,3,1,3,4,3,4,3,3,3,2,16468040,16468010
"364",16484,20,30,2,5,5,5,2,1,2,2,2,2,2,1,3,2,2,3,3,2,2,2,16484020,16484030
"365",16484,30,20,1,2,2,3,3,3,1,1,1,1,3,3,3,3,4,4,4,2,3,2,16484030,16484020
"366",16528,30,40,2,4,4,4,2,5,2,1,3,1,3,3,3,2,2,2,2,3,3,3,16528030,16528040
"367",16528,40,30,4,6,4,4,3,5,3,1,5,5,2,1,2,3,1,3,3,3,4,3,16528040,16528030
"368",16541,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16541010,16541011
"369",16541,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16541011,16541010
"370",16566,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16566010,16566020
"371",16566,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16566020,16566010
"372",16631,10,20,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,4,4,1,2,2,16631010,16631020
"373",16631,20,10,4,4,3,4,3,3,3,1,1,1,1,1,1,4,4,3,3,2,2,2,16631020,16631010
"374",16648,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16648010,16648020
"375",16648,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16648020,16648010
"376",16650,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16650020,16650030
"377",16650,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16650030,16650020
"378",16659,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16659010,16659040
"379",16659,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16659040,16659010
"380",16660,10,20,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,4,3,2,2,2,16660010,16660020
"381",16705,10,20,2,5,5,6,1,1,1,1,2,1,1,1,1,4,4,4,3,1,2,1,16705010,16705020
"382",16705,20,10,4,5,4,6,1,1,1,1,1,1,1,1,1,4,3,4,3,1,2,1,16705020,16705010
"383",16706,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16706010,16706020
"384",16706,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16706020,16706010
"385",16715,30,40,5,5,4,4,1,2,1,6,5,1,2,1,2,2,2,2,1,3,4,3,16715030,16715040
"386",16715,40,30,1,6,5,5,1,1,1,1,1,1,2,1,2,3,3,3,3,2,3,2,16715040,16715030
"387",16736,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16736010,16736020
"388",16736,20,10,1,5,5,6,1,1,1,1,1,1,1,1,1,3,4,4,4,1,1,1,16736020,16736010
"389",16747,10,20,2,5,4,5,2,2,4,2,2,2,2,1,1,3,3,1,3,1,2,2,16747010,16747020
